name,residual_mm,loo_mm
P1,7.167361781970176,13.534762805640415
P2,5.813121863914518,7.711916746264867
P3,7.55590831762188,12.896949887918622
P4,3.067971408368551,4.485051937876241
P5,6.792236822106702,8.519019210557074
P6,3.6998169295949457,5.559964033336199
P7,2.849947433276702,7.593429171647154
P8,0.5289434680125015,1.5573654370023764
P9,4.287315333587284,9.186540100675048
